SP_40.csv,SP_41.csv,SP_42.csv,SP_43.csv,SP_44.csv,SP_45.csv,SP_46.csv,SP_47.csv,SP_48.csv,SP_49.csv,SP_50.csv,SP_51.csv,SP_52.csv,SP_53.csv,SP_54.csv,SP_55.csv,SP_56.csv,SP_57.csv
3410.5000,2972.0000,2754.0000,2682.5000,2589.0000,2536.0000,3540.0000,2958.0000,2913.5000,3754.0000,3429.0000,3166.5000,3225.0000,2736.0000,2643.5000,3438.5000,3144.0000,2992.5000
3376.5000,2986.5000,2751.0000,2672.0000,2553.0000,2502.5000,3506.5000,2941.5000,2827.0000,3743.5000,3356.5000,3234.0000,3227.0000,2728.5000,2639.5000,3372.0000,3109.5000,2973.5000
3361.5000,2963.5000,2753.5000,2632.0000,2534.5000,2498.0000,3489.5000,2942.5000,2870.0000,3728.5000,3348.0000,3154.5000,3235.0000,2709.0000,2677.0000,3378.0000,3144.5000,2958.5000
3336.5000,2957.0000,2690.5000,2659.0000,2532.0000,2523.5000,3453.5000,2979.5000,2893.5000,3675.5000,3380.0000,3135.5000,3179.0000,2718.5000,2636.0000,3390.0000,3129.5000,2938.0000
3326.5000,2993.5000,2693.0000,2661.0000,2539.0000,2502.0000,3448.0000,2949.0000,2910.0000,3699.5000,3335.0000,3133.0000,3222.0000,2711.5000,2646.0000,3395.0000,3092.5000,2940.5000
3349.5000,2970.5000,2725.0000,2611.0000,2507.0000,2476.5000,3475.5000,2973.5000,2861.5000,3729.0000,3350.0000,3102.0000,3229.5000,2704.0000,2642.5000,3384.5000,3118.0000,2990.5000
3349.5000,2982.5000,2670.5000,2639.5000,2552.5000,2469.5000,3438.0000,2938.5000,2884.0000,3697.0000,3353.5000,3093.5000,3188.5000,2726.5000,2603.5000,3362.5000,3088.5000,2981.5000
3333.5000,2965.0000,2705.5000,2627.0000,2567.5000,2500.0000,3502.5000,2950.5000,2812.0000,3733.0000,3342.5000,3142.0000,3197.0000,2695.0000,2619.0000,3339.5000,3089.0000,2981.0000
3405.0000,2941.0000,2719.0000,2643.5000,2553.5000,2462.5000,3445.0000,2910.5000,2810.5000,3737.5000,3312.5000,3124.0000,3236.5000,2723.5000,2615.5000,3364.0000,3075.5000,2963.0000
3317.0000,2924.5000,2711.0000,2607.0000,2495.0000,2484.0000,3460.0000,2942.0000,2837.5000,3649.5000,3388.0000,3131.5000,3210.0000,2683.5000,2629.0000,3354.5000,3083.0000,2907.0000
3271.0000,2969.5000,2721.5000,2595.0000,2538.0000,2453.0000,3467.5000,2910.5000,2850.0000,3648.0000,3273.5000,3098.0000,3155.5000,2692.5000,2623.5000,3362.0000,3028.5000,2915.5000
3357.0000,2960.0000,2720.0000,2626.0000,2499.0000,2489.5000,3472.5000,2921.0000,2843.5000,3696.5000,3331.5000,3124.0000,3190.5000,2686.5000,2649.0000,3370.5000,3098.0000,2917.5000
3351.0000,2919.5000,2687.5000,2576.5000,2517.0000,2447.0000,3433.0000,2883.0000,2809.5000,3692.0000,3324.5000,3120.0000,3165.0000,2686.5000,2599.5000,3345.5000,3067.5000,2936.0000
3287.0000,2944.5000,2699.0000,2617.5000,2521.0000,2475.5000,3420.0000,2923.0000,2849.0000,3672.0000,3314.0000,3098.5000,3172.0000,2671.5000,2611.5000,3320.0000,3061.5000,2946.0000
3366.0000,2978.0000,2676.5000,2576.5000,2491.5000,2452.0000,3432.5000,2871.5000,2820.5000,3633.5000,3306.0000,3090.0000,3145.0000,2672.5000,2613.0000,3288.0000,3031.5000,2896.5000
3268.0000,2893.5000,2684.0000,2568.0000,2505.5000,2443.5000,3384.0000,2898.5000,2806.5000,3629.0000,3288.5000,3111.5000,3150.0000,2660.5000,2603.5000,3307.0000,3062.0000,2908.0000
3292.5000,2881.0000,2656.5000,2561.5000,2488.5000,2444.5000,3422.0000,2858.5000,2798.5000,3638.0000,3270.5000,3072.5000,3123.0000,2693.5000,2593.0000,3301.5000,3096.0000,2908.0000
3247.5000,2892.0000,2631.0000,2552.5000,2474.0000,2421.5000,3398.5000,2890.5000,2840.5000,3613.0000,3231.0000,3076.5000,3100.0000,2629.0000,2624.0000,3275.5000,3011.0000,2836.5000
3272.5000,2924.0000,2651.5000,2580.0000,2502.5000,2432.0000,3387.5000,2857.0000,2764.5000,3600.5000,3268.0000,3025.5000,3117.0000,2674.5000,2564.5000,3319.5000,3014.0000,2878.5000
3299.0000,2887.0000,2678.0000,2572.0000,2485.0000,2428.0000,3432.5000,2895.5000,2793.0000,3638.5000,3298.0000,3102.0000,3143.5000,2707.0000,2666.0000,3336.5000,3051.5000,2913.5000
3254.0000,2870.5000,2618.0000,2524.5000,2421.0000,2411.0000,3396.0000,2841.0000,2745.5000,3599.5000,3262.0000,3035.0000,3054.5000,2618.5000,2537.0000,3237.0000,2987.5000,2852.0000
3232.0000,2857.5000,2601.0000,2548.5000,2467.0000,2401.5000,3374.0000,2850.5000,2749.0000,3558.0000,3243.0000,3019.0000,3096.0000,2658.5000,2573.0000,3270.5000,2984.0000,2842.5000
3228.0000,2864.5000,2597.5000,2520.0000,2454.5000,2388.5000,3346.5000,2809.0000,2761.5000,3582.5000,3218.5000,3016.0000,3057.5000,2616.5000,2518.5000,3240.0000,2999.5000,2858.0000
3240.5000,2824.0000,2623.0000,2540.5000,2479.0000,2428.5000,3334.0000,2876.0000,2807.5000,3622.0000,3262.0000,3040.0000,3079.0000,2610.0000,2586.5000,3290.0000,3013.0000,2874.0000
3204.0000,2842.5000,2601.0000,2516.0000,2444.5000,2396.5000,3349.5000,2812.5000,2742.5000,3554.0000,3236.0000,2942.5000,3031.5000,2589.5000,2533.0000,3245.5000,2973.0000,2811.0000
3230.0000,2863.5000,2561.0000,2521.0000,2397.0000,2355.5000,3293.0000,2811.0000,2763.0000,3561.0000,3218.5000,2968.0000,3037.5000,2602.0000,2531.5000,3200.5000,2942.0000,2815.5000
3249.5000,2840.0000,2598.0000,2497.0000,2438.0000,2393.5000,3328.0000,2825.5000,2767.0000,3539.0000,3197.0000,2999.5000,3063.0000,2578.0000,2538.5000,3253.5000,2976.0000,2835.5000
3250.5000,2865.0000,2627.5000,2557.5000,2499.0000,2422.0000,3356.5000,2868.0000,2764.5000,3571.0000,3200.5000,3030.0000,3077.0000,2645.5000,2551.0000,3240.5000,2976.0000,2823.0000
3208.5000,2865.0000,2593.5000,2476.5000,2402.0000,2392.5000,3307.0000,2843.5000,2716.0000,3561.5000,3196.0000,2951.5000,3023.0000,2576.0000,2487.0000,3228.0000,2920.0000,2809.0000
3193.0000,2851.0000,2600.0000,2512.5000,2437.5000,2411.5000,3327.0000,2811.0000,2709.5000,3473.5000,3181.5000,2966.0000,3079.5000,2543.5000,2532.5000,3221.0000,2902.0000,2789.5000
3257.5000,2818.0000,2614.0000,2508.5000,2422.5000,2395.0000,3310.0000,2777.5000,2714.5000,3521.5000,3179.5000,2983.0000,3082.5000,2593.0000,2511.5000,3220.5000,2934.5000,2828.5000
3197.5000,2809.5000,2597.0000,2485.5000,2433.0000,2404.5000,3280.0000,2796.5000,2739.5000,3508.0000,3124.5000,2996.5000,3085.5000,2578.5000,2507.5000,3189.0000,2895.5000,2791.0000
3113.5000,2747.5000,2524.0000,2472.5000,2366.5000,2345.0000,3247.5000,2786.5000,2676.0000,3448.5000,3119.0000,2902.0000,3021.0000,2507.0000,2474.0000,3159.0000,2925.0000,2754.0000
3160.5000,2801.5000,2535.0000,2465.0000,2379.5000,2346.5000,3283.0000,2790.0000,2693.5000,3554.5000,3165.5000,2909.5000,3050.5000,2603.5000,2514.5000,3175.5000,2878.5000,2828.0000
3143.5000,2811.5000,2530.0000,2485.5000,2379.0000,2368.0000,3252.5000,2784.5000,2708.0000,3454.5000,3147.0000,2921.5000,3046.0000,2541.5000,2498.5000,3169.5000,2934.5000,2794.0000
3127.5000,2800.0000,2499.0000,2461.5000,2385.5000,2347.5000,3252.5000,2744.0000,2671.0000,3490.0000,3106.0000,2929.0000,2978.5000,2609.0000,2508.0000,3190.0000,2877.5000,2806.0000
3148.5000,2754.0000,2537.5000,2442.0000,2408.0000,2318.5000,3249.5000,2762.0000,2689.5000,3440.5000,3122.0000,2924.5000,2977.0000,2539.0000,2507.5000,3185.5000,2880.5000,2793.5000
3196.5000,2752.0000,2542.0000,2455.0000,2408.0000,2325.0000,3282.0000,2802.0000,2744.5000,3473.5000,3173.5000,2937.5000,3059.5000,2506.5000,2509.5000,3222.0000,2865.5000,2807.5000
3104.0000,2773.5000,2506.5000,2454.5000,2363.5000,2340.5000,3252.0000,2730.5000,2645.0000,3422.0000,3113.5000,2874.0000,3000.0000,2533.5000,2488.5000,3143.0000,2926.0000,2716.0000
3122.0000,2780.0000,2527.0000,2424.5000,2340.5000,2284.5000,3218.5000,2705.0000,2674.5000,3441.0000,3081.0000,2890.5000,3004.5000,2548.5000,2490.0000,3126.0000,2885.0000,2776.5000
3127.0000,2738.5000,2520.5000,2442.5000,2373.5000,2315.0000,3271.0000,2735.0000,2654.0000,3418.0000,3124.0000,2897.0000,2987.0000,2518.5000,2480.5000,3161.0000,2901.5000,2777.0000
3183.0000,2754.0000,2552.0000,2488.5000,2385.5000,2343.5000,3247.5000,2748.5000,2686.5000,3457.5000,3153.0000,2938.0000,3003.5000,2552.5000,2510.0000,3185.5000,2930.0000,2838.0000
3125.5000,2773.0000,2567.0000,2470.0000,2441.5000,2332.5000,3260.0000,2746.5000,2666.5000,3411.0000,3110.5000,2885.5000,2974.5000,2569.0000,2501.0000,3147.0000,2904.5000,2777.0000
3123.0000,2806.0000,2532.5000,2488.5000,2396.0000,2353.5000,3273.0000,2783.0000,2714.0000,3432.5000,3131.5000,2875.5000,3000.0000,2556.0000,2461.5000,3161.0000,2973.5000,2801.5000
3146.0000,2794.0000,2557.0000,2457.5000,2398.5000,2359.0000,3294.5000,2761.0000,2704.5000,3469.5000,3152.0000,2944.5000,3016.0000,2560.0000,2483.5000,3161.5000,2883.5000,2787.5000
3148.0000,2783.5000,2553.0000,2445.0000,2419.0000,2350.0000,3273.0000,2752.5000,2668.0000,3448.0000,3126.0000,2905.0000,2992.5000,2554.0000,2504.0000,3191.0000,2895.0000,2762.0000
3105.0000,2783.0000,2506.5000,2470.5000,2393.0000,2370.0000,3268.5000,2734.0000,2656.5000,3443.0000,3151.5000,2944.5000,2991.0000,2511.5000,2479.0000,3116.5000,2850.0000,2764.0000
3149.5000,2722.5000,2540.0000,2461.0000,2347.5000,2347.0000,3236.0000,2744.5000,2691.0000,3434.0000,3145.5000,2922.5000,3006.0000,2530.5000,2528.0000,3119.0000,2931.0000,2801.0000
3136.5000,2738.0000,2512.5000,2432.0000,2385.0000,2312.5000,3287.0000,2754.0000,2679.5000,3439.0000,3126.0000,2930.5000,3000.0000,2518.0000,2478.0000,3122.5000,2862.5000,2722.0000
3095.5000,2743.5000,2496.5000,2434.0000,2335.0000,2291.5000,3219.5000,2731.0000,2631.0000,3402.5000,3084.0000,2856.0000,2988.5000,2476.0000,2453.0000,3134.0000,2827.0000,2773.0000
3081.5000,2673.0000,2453.0000,2372.0000,2315.0000,2264.0000,3183.5000,2667.5000,2618.5000,3353.0000,3074.5000,2820.5000,2935.5000,2451.0000,2394.5000,3102.5000,2848.5000,2691.5000
3084.0000,2731.5000,2558.5000,2403.5000,2358.0000,2247.0000,3175.5000,2699.5000,2604.5000,3400.5000,3088.5000,2856.0000,2932.5000,2505.0000,2430.0000,3030.0000,2837.5000,2757.5000
3077.0000,2728.0000,2469.5000,2386.0000,2297.5000,2290.0000,3162.5000,2683.0000,2589.5000,3389.0000,3036.5000,2799.5000,2887.5000,2506.0000,2421.0000,3096.5000,2787.5000,2739.0000
3101.0000,2672.0000,2428.5000,2347.0000,2255.0000,2280.0000,3133.0000,2666.0000,2582.5000,3331.0000,3040.0000,2797.0000,2882.0000,2432.0000,2395.5000,3069.5000,2823.5000,2658.0000
3061.0000,2664.0000,2426.5000,2383.0000,2270.0000,2303.0000,3182.5000,2657.5000,2586.0000,3383.0000,3021.5000,2813.0000,2889.5000,2477.5000,2416.5000,3061.0000,2809.5000,2699.0000
3114.5000,2771.0000,2491.0000,2389.5000,2353.5000,2296.5000,3154.5000,2734.0000,2616.5000,3391.5000,3039.0000,2837.0000,2962.5000,2460.5000,2453.0000,3091.5000,2847.0000,2685.0000
3065.0000,2694.5000,2458.5000,2407.0000,2307.5000,2260.0000,3164.5000,2673.5000,2603.0000,3335.0000,3022.5000,2858.0000,2915.5000,2461.0000,2413.0000,3101.5000,2807.5000,2651.0000
3001.5000,2726.5000,2460.0000,2363.0000,2306.0000,2263.0000,3118.0000,2661.5000,2581.5000,3350.0000,3029.5000,2816.5000,2922.0000,2435.0000,2381.0000,3014.5000,2798.5000,2678.5000
3020.0000,2661.5000,2449.0000,2378.5000,2290.0000,2241.0000,3129.5000,2610.5000,2530.0000,3341.0000,3015.5000,2806.5000,2881.5000,2439.0000,2396.0000,3007.0000,2771.0000,2641.5000
3041.0000,2667.0000,2444.5000,2377.0000,2319.0000,2254.5000,3153.5000,2663.0000,2607.5000,3329.0000,3027.5000,2834.5000,2889.0000,2422.0000,2394.5000,3054.0000,2822.5000,2664.0000
3035.0000,2658.0000,2457.0000,2367.0000,2287.0000,2251.0000,3125.0000,2668.5000,2623.0000,3326.5000,2991.5000,2851.5000,2971.5000,2433.5000,2380.5000,3039.5000,2781.5000,2679.0000
3001.5000,2679.5000,2444.5000,2365.0000,2269.5000,2258.0000,3142.5000,2597.5000,2614.5000,3365.5000,3019.0000,2774.5000,2861.5000,2448.0000,2397.0000,3023.5000,2776.5000,2646.5000
3012.0000,2647.5000,2402.0000,2351.0000,2295.0000,2243.0000,3091.0000,2619.5000,2551.0000,3328.5000,2961.5000,2770.5000,2867.0000,2453.0000,2380.5000,3052.0000,2787.0000,2622.0000
3016.5000,2705.0000,2432.5000,2361.5000,2300.5000,2255.5000,3123.0000,2625.0000,2542.0000,3290.0000,3026.5000,2795.0000,2887.5000,2413.0000,2396.0000,3062.0000,2815.5000,2673.5000
3018.5000,2698.5000,2445.5000,2349.0000,2251.0000,2218.0000,3125.0000,2626.0000,2531.5000,3276.5000,2955.0000,2765.0000,2860.0000,2415.5000,2350.5000,3038.5000,2749.5000,2660.5000
3007.5000,2608.5000,2396.0000,2338.5000,2270.5000,2205.5000,3092.5000,2624.5000,2531.0000,3310.0000,2974.0000,2812.0000,2855.0000,2402.0000,2379.5000,3029.0000,2730.5000,2660.5000
3042.5000,2625.0000,2387.5000,2356.0000,2225.5000,2251.5000,3100.5000,2612.0000,2541.5000,3282.5000,2968.5000,2788.0000,2888.5000,2377.0000,2382.0000,3065.5000,2783.0000,2620.5000
2991.0000,2611.5000,2380.5000,2312.5000,2253.0000,2223.5000,3091.5000,2578.0000,2520.0000,3231.0000,2998.5000,2797.0000,2835.5000,2395.0000,2333.0000,2965.5000,2764.5000,2601.5000
2937.5000,2622.5000,2410.0000,2315.0000,2261.5000,2207.0000,3069.5000,2604.5000,2519.0000,3299.0000,2971.0000,2774.5000,2788.5000,2402.0000,2328.5000,2995.0000,2741.5000,2619.5000
2973.0000,2676.5000,2439.0000,2320.0000,2275.5000,2222.0000,3124.5000,2595.0000,2579.0000,3313.5000,2942.5000,2757.0000,2856.0000,2414.0000,2362.5000,3039.0000,2812.0000,2628.5000
3031.0000,2611.0000,2418.5000,2309.5000,2273.5000,2200.0000,3099.0000,2588.5000,2512.0000,3273.5000,2972.0000,2781.0000,2838.5000,2390.0000,2410.5000,2997.0000,2774.0000,2614.5000
2999.0000,2622.5000,2466.0000,2285.5000,2234.5000,2211.5000,3129.0000,2634.5000,2552.0000,3276.0000,2978.5000,2730.5000,2874.0000,2447.5000,2375.5000,2971.0000,2758.0000,2620.5000
2948.0000,2622.0000,2415.0000,2357.5000,2265.0000,2243.5000,3077.0000,2609.5000,2526.5000,3267.0000,3000.5000,2810.0000,2848.5000,2444.0000,2378.0000,2995.0000,2749.0000,2643.5000
2968.5000,2660.0000,2407.5000,2303.5000,2253.5000,2245.0000,3101.0000,2630.0000,2564.5000,3295.5000,2979.5000,2770.5000,2861.5000,2444.0000,2363.0000,2985.5000,2756.0000,2636.5000
2960.0000,2627.0000,2400.0000,2319.0000,2247.0000,2191.5000,3096.5000,2577.5000,2566.5000,3275.5000,2963.5000,2757.5000,2819.5000,2398.5000,2380.5000,3001.0000,2762.5000,2611.5000
2952.5000,2629.5000,2369.5000,2291.5000,2190.5000,2178.0000,3050.5000,2567.5000,2498.0000,3241.0000,2965.0000,2737.5000,2786.0000,2397.0000,2313.5000,2964.5000,2745.5000,2630.0000
2994.0000,2610.0000,2364.5000,2312.5000,2225.5000,2211.5000,3082.5000,2525.5000,2543.5000,3227.5000,2974.5000,2749.0000,2875.5000,2342.0000,2311.0000,2998.0000,2740.5000,2582.5000
2939.0000,2630.0000,2455.5000,2313.5000,2290.5000,2214.0000,3096.5000,2570.5000,2517.5000,3293.0000,2993.5000,2746.0000,2804.5000,2432.0000,2334.0000,2967.0000,2750.0000,2612.0000
2891.0000,2579.0000,2374.5000,2260.0000,2219.0000,2170.5000,3013.0000,2560.5000,2492.0000,3252.5000,2934.5000,2719.0000,2781.0000,2302.0000,2302.0000,2946.0000,2714.5000,2582.5000
2952.0000,2651.0000,2370.0000,2283.0000,2243.5000,2242.5000,3078.0000,2594.0000,2525.5000,3286.5000,2977.5000,2803.0000,2836.5000,2405.0000,2333.5000,2987.0000,2714.5000,2587.0000
2968.0000,2608.0000,2376.0000,2263.0000,2228.5000,2165.0000,3068.0000,2527.0000,2472.0000,3247.5000,2912.0000,2727.0000,2809.5000,2407.0000,2313.5000,2979.5000,2697.0000,2545.5000
2957.5000,2588.5000,2347.0000,2272.0000,2212.5000,2138.5000,3108.5000,2580.0000,2525.5000,3219.0000,2949.5000,2760.5000,2805.0000,2382.5000,2304.5000,2918.0000,2715.5000,2550.5000
2889.0000,2536.5000,2339.0000,2200.5000,2174.0000,2122.5000,3023.0000,2546.0000,2496.0000,3258.0000,2922.5000,2704.0000,2772.5000,2329.0000,2275.0000,2931.0000,2714.5000,2553.0000
2951.5000,2597.5000,2368.0000,2288.5000,2193.5000,2154.5000,3016.0000,2551.5000,2496.5000,3224.5000,2886.5000,2734.5000,2812.0000,2349.5000,2293.5000,2938.0000,2689.5000,2535.0000
2924.0000,2580.0000,2369.0000,2225.0000,2221.5000,2178.0000,3066.0000,2567.5000,2523.5000,3263.5000,2900.0000,2654.0000,2825.5000,2407.0000,2333.5000,2928.5000,2721.5000,2575.0000
2922.0000,2574.0000,2354.0000,2255.0000,2153.0000,2154.0000,2974.5000,2556.0000,2492.5000,3196.0000,2920.5000,2716.5000,2770.0000,2359.0000,2317.5000,2928.0000,2645.0000,2575.0000
2949.5000,2564.5000,2340.0000,2290.5000,2181.0000,2161.0000,3038.0000,2492.5000,2501.0000,3184.0000,2927.5000,2693.0000,2814.5000,2358.0000,2303.0000,2955.0000,2698.0000,2528.5000
2970.0000,2604.0000,2343.5000,2305.5000,2207.5000,2132.0000,3048.5000,2540.0000,2462.5000,3230.0000,2921.0000,2730.5000,2790.5000,2382.0000,2301.0000,2914.0000,2640.5000,2571.0000
2967.0000,2597.0000,2434.0000,2318.0000,2240.0000,2193.5000,3074.0000,2546.0000,2482.5000,3247.0000,2953.0000,2730.5000,2812.5000,2379.0000,2338.5000,2959.5000,2715.5000,2595.5000
2950.0000,2582.5000,2349.0000,2267.5000,2160.0000,2118.0000,2989.0000,2492.0000,2485.5000,3184.0000,2887.0000,2699.0000,2745.0000,2351.5000,2272.0000,2931.0000,2690.0000,2504.5000
2906.0000,2587.0000,2323.5000,2239.0000,2174.5000,2172.5000,2973.0000,2529.0000,2517.0000,3199.5000,2919.5000,2692.0000,2814.5000,2363.0000,2285.0000,2890.0000,2659.5000,2584.5000
2946.5000,2599.0000,2403.0000,2278.0000,2226.5000,2138.5000,2979.0000,2581.0000,2479.5000,3262.5000,2926.0000,2746.0000,2781.0000,2384.5000,2287.0000,2942.0000,2667.5000,2552.5000
2945.5000,2594.5000,2340.5000,2258.0000,2184.5000,2159.0000,3015.0000,2574.5000,2508.0000,3263.0000,2947.5000,2758.0000,2771.0000,2369.5000,2318.5000,2974.0000,2728.0000,2565.0000
2936.5000,2572.5000,2339.0000,2235.0000,2201.0000,2130.5000,3043.0000,2527.5000,2477.0000,3223.0000,2915.0000,2715.5000,2769.0000,2330.0000,2272.5000,2937.5000,2666.5000,2520.5000
2931.0000,2573.5000,2380.5000,2266.0000,2210.0000,2172.0000,3036.5000,2576.0000,2492.5000,3230.5000,2925.5000,2705.0000,2809.0000,2383.5000,2350.0000,2985.0000,2709.0000,2544.5000
2945.0000,2563.5000,2362.0000,2262.5000,2199.5000,2144.5000,3008.0000,2511.0000,2486.0000,3220.5000,2898.5000,2718.5000,2779.0000,2383.5000,2293.0000,2940.5000,2659.5000,2589.5000
2913.5000,2580.0000,2386.0000,2268.0000,2181.5000,2169.5000,3006.0000,2557.0000,2468.5000,3200.0000,2950.5000,2713.5000,2805.0000,2343.5000,2264.5000,2917.0000,2665.5000,2496.0000
2901.0000,2598.0000,2320.5000,2222.5000,2199.5000,2137.5000,3032.0000,2504.0000,2474.0000,3184.5000,2934.0000,2712.5000,2797.5000,2379.5000,2288.0000,2930.5000,2700.0000,2541.0000
2928.5000,2581.0000,2381.0000,2294.5000,2193.0000,2181.5000,3066.5000,2530.5000,2491.5000,3220.5000,2967.5000,2721.5000,2840.0000,2341.0000,2329.5000,2891.0000,2695.5000,2564.5000
2900.5000,2528.5000,2328.5000,2256.5000,2168.0000,2112.5000,2974.5000,2515.5000,2442.5000,3165.5000,2886.0000,2637.0000,2729.0000,2299.5000,2234.5000,2893.0000,2686.5000,2497.5000
2886.0000,2503.5000,2315.5000,2227.0000,2184.0000,2165.0000,2992.0000,2502.5000,2447.5000,3170.5000,2925.5000,2663.5000,2743.5000,2336.5000,2261.5000,2879.5000,2644.5000,2540.0000
2892.5000,2619.5000,2358.0000,2253.0000,2213.0000,2126.0000,2992.0000,2552.0000,2464.5000,3211.0000,2913.5000,2677.0000,2804.0000,2349.5000,2278.5000,2949.5000,2658.0000,2567.5000
2893.5000,2565.0000,2313.5000,2262.0000,2173.0000,2097.0000,2951.0000,2531.0000,2440.0000,3189.5000,2912.5000,2644.5000,2725.5000,2308.5000,2261.0000,2924.0000,2681.5000,2498.0000
2849.0000,2548.0000,2282.5000,2186.0000,2138.0000,2100.5000,2933.5000,2463.5000,2381.5000,3161.0000,2850.0000,2609.5000,2698.0000,2255.0000,2240.0000,2840.5000,2617.0000,2478.0000
2871.0000,2520.5000,2304.0000,2243.0000,2181.5000,2115.0000,2952.0000,2511.5000,2443.5000,3166.0000,2897.5000,2655.0000,2713.5000,2317.0000,2312.5000,2890.5000,2666.0000,2502.0000
2929.0000,2520.5000,2328.5000,2232.0000,2197.5000,2131.0000,2981.5000,2549.0000,2457.0000,3145.5000,2842.5000,2657.0000,2752.0000,2299.0000,2302.5000,2985.5000,2670.5000,2503.5000
2859.5000,2498.5000,2319.0000,2234.0000,2137.0000,2095.5000,2944.0000,2496.0000,2404.5000,3154.5000,2854.0000,2649.0000,2777.0000,2284.0000,2251.5000,2905.0000,2640.5000,2505.5000
2822.0000,2455.5000,2272.0000,2227.5000,2142.0000,2092.0000,2938.5000,2409.5000,2388.0000,3154.0000,2835.5000,2664.0000,2724.5000,2258.5000,2200.0000,2832.5000,2623.0000,2513.0000
2864.5000,2549.0000,2288.5000,2187.5000,2148.0000,2100.0000,2903.5000,2471.5000,2408.0000,3155.0000,2868.0000,2665.0000,2713.5000,2269.5000,2269.5000,2893.5000,2641.5000,2481.5000
2831.5000,2501.5000,2282.5000,2196.5000,2138.5000,2104.0000,2942.5000,2462.5000,2389.5000,3128.0000,2812.5000,2598.5000,2700.0000,2251.5000,2223.5000,2863.5000,2622.5000,2453.5000
2850.5000,2437.5000,2258.5000,2180.0000,2148.0000,2034.5000,2894.5000,2434.5000,2371.0000,3112.5000,2839.5000,2598.0000,2686.5000,2261.0000,2207.0000,2770.0000,2566.0000,2464.0000
2812.5000,2461.0000,2274.5000,2152.5000,2117.0000,2050.5000,2872.5000,2410.5000,2374.5000,3086.0000,2814.5000,2667.5000,2686.5000,2251.0000,2197.5000,2819.0000,2623.5000,2461.5000
2817.0000,2431.5000,2200.0000,2187.0000,2143.0000,2062.0000,2881.0000,2452.5000,2396.5000,3084.0000,2804.5000,2596.0000,2678.0000,2234.5000,2209.0000,2854.0000,2582.0000,2403.5000
2800.5000,2487.5000,2234.0000,2172.5000,2092.0000,2084.0000,2881.0000,2406.0000,2367.5000,3108.0000,2767.5000,2615.0000,2705.5000,2200.5000,2198.5000,2783.0000,2543.5000,2436.5000
2740.5000,2452.5000,2224.0000,2172.0000,2090.0000,2044.5000,2868.5000,2437.0000,2401.5000,3094.5000,2784.5000,2532.0000,2637.5000,2251.0000,2224.0000,2809.0000,2568.0000,2393.5000
2799.5000,2459.0000,2239.5000,2170.5000,2088.0000,2037.0000,2915.5000,2409.5000,2380.5000,3049.0000,2791.0000,2566.5000,2681.0000,2206.5000,2228.0000,2776.0000,2517.5000,2457.5000
2755.5000,2414.0000,2244.0000,2188.0000,2116.0000,2015.0000,2910.0000,2432.0000,2344.5000,3100.5000,2773.0000,2514.5000,2643.5000,2230.5000,2228.5000,2804.5000,2556.5000,2404.0000
2784.0000,2444.5000,2228.5000,2109.5000,2035.0000,2069.0000,2907.0000,2434.0000,2339.5000,3039.0000,2778.0000,2550.5000,2677.5000,2221.0000,2195.0000,2751.0000,2540.5000,2400.0000
2752.5000,2421.5000,2241.0000,2139.0000,2088.5000,2037.0000,2868.0000,2379.5000,2359.0000,3039.0000,2718.5000,2571.0000,2639.5000,2178.5000,2186.0000,2786.5000,2556.0000,2364.5000
2736.5000,2440.0000,2280.0000,2137.5000,2039.5000,2003.0000,2890.0000,2417.0000,2324.5000,3031.5000,2746.0000,2537.0000,2623.5000,2229.5000,2174.0000,2791.5000,2548.5000,2404.0000
2762.5000,2441.0000,2160.5000,2136.0000,2105.5000,1996.0000,2852.0000,2419.5000,2332.0000,3047.0000,2744.0000,2574.0000,2613.5000,2242.0000,2202.0000,2766.0000,2511.0000,2386.0000
2670.5000,2393.5000,2200.5000,2066.5000,2022.0000,2021.5000,2851.0000,2416.0000,2293.5000,2972.5000,2707.5000,2542.0000,2593.5000,2159.0000,2114.5000,2695.5000,2513.5000,2364.0000
2750.5000,2387.5000,2196.0000,2157.5000,2044.0000,2008.5000,2823.0000,2377.0000,2345.5000,3011.5000,2709.5000,2491.0000,2600.0000,2210.0000,2162.5000,2744.0000,2513.5000,2394.5000
2691.5000,2386.5000,2176.0000,2068.5000,2080.5000,1970.0000,2822.0000,2352.5000,2260.0000,3008.0000,2741.0000,2519.0000,2573.5000,2192.5000,2178.5000,2708.5000,2501.5000,2335.0000
2742.0000,2420.5000,2211.0000,2137.5000,2069.0000,2030.5000,2825.0000,2391.0000,2339.5000,3029.5000,2748.0000,2527.5000,2604.5000,2204.5000,2220.0000,2773.0000,2517.5000,2386.5000
2691.0000,2390.5000,2136.0000,2081.5000,1991.5000,1992.0000,2799.0000,2353.5000,2275.5000,2940.5000,2658.0000,2522.5000,2547.0000,2165.5000,2141.5000,2681.5000,2475.5000,2308.5000
2711.0000,2376.5000,2150.5000,2106.5000,2038.5000,1979.0000,2789.0000,2327.0000,2293.0000,3008.0000,2679.5000,2525.0000,2614.5000,2146.0000,2113.5000,2714.5000,2482.0000,2399.0000
2782.0000,2386.0000,2192.5000,2125.5000,2089.0000,2060.5000,2866.5000,2416.0000,2338.0000,2983.5000,2734.5000,2532.5000,2604.0000,2173.5000,2198.0000,2693.5000,2542.5000,2412.0000
